,count,integer_1,integer_2,name_1,name_2
58566,128,303506,3148520,American Horror Story,American Horror Story: Freak Show
58688,161,13058,1081775,Hockey RPF,Women's Hockey RPF
58828,113,61515,133185,Sherlock Holmes (1984 TV),Sherlock (TV)
59072,153,17431,23198,Panic! at the Disco,The Young Veins
59365,1360,2031,12756,Supernatural RPF,CW Network RPF
60001,248,110280,23327298,Garrison's Gorillas,Clan O'Donnell - Fandom
60036,437,431213,25646718,Superman - All Media Types,DC Animated Universe (Timmverse)
60057,115,6758,801274,King Arthur (2004),Hannibal (TV)
60058,110,6758,21679434,King Arthur (2004),Hannibal Extended Universe - Fandom
60059,494,478190,478191,Danisnotonfire - Fandom,Amazingphil - Fandom
60060,106,478190,685526,Danisnotonfire - Fandom,dan and phil
60477,121,236208,238887,Batman - All Media Types,World's Finest (Comics)
60496,174,26692334,31877632,博君一肖,博肖 - Fandom
60515,107,190901,728807,Tangled (2010),Rise of The Brave Tangled Dragons - Fandom
60600,134,48863837,49012288,30歳まで童貞だと魔法使いになれるらしい | Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?! (Manga),30歳まで童貞だと魔法使いになれるらしい | 30-sai Made Doutei da to Mahou Tsukai ni Nareru Rashii (TV)
61099,248,14960,20721,CSI: NY,CSI: Miami
61153,129,164274,938142,Real News RPF,Pundit & Broadcast Journalist RPF (US)
61202,193,82576,158325,Batman (Comics),Justice League & Justice League Unlimited (Cartoons)
61255,281,35821,294254,Super Junior,Super Junior-M
61268,279,27785,1001939,Doctor Who (2005),The Avengers (Marvel Movies)
61273,163,213477,1001939,Avengers: Earth's Mightiest Heroes,The Avengers (Marvel Movies)
61305,195,6226,270912,Star Trek: The Next Generation,Star Trek: The Next Generation (Movies)
61346,172,258526,587792,Teen Wolf (TV),Arrow (TV 2012)
61384,148,2428,23066,Fall Out Boy,Gym Class Heroes
61385,220,2428,34980,Fall Out Boy,Paramore
61387,418,13007,17431,Cobra Starship,Panic! at the Disco
61388,135,13007,23066,Cobra Starship,Gym Class Heroes
61391,325,13009,17431,The Academy Is...,Panic! at the Disco
61392,109,13009,23066,The Academy Is...,Gym Class Heroes
61396,205,17431,34980,Panic! at the Disco,Paramore
61438,103,406,258526,Doctor Who,Teen Wolf (TV)
61439,374,27,114591,Supernatural,Good Omens - Neil Gaiman & Terry Pratchett
61519,103,951,5358,NCIS,Highlander: The Series
61732,145,406,99204,Doctor Who,Doctor Who: Eighth Doctor Adventures - Various Authors
62049,102,14062,15797,DC Comics,Batman - Fandom
62064,108,4551485,10552831,SEVENTEEN (Band),Pentagon (Korea Band)
62515,370,15106,65158,Johnny's Entertainment,Kanjani8 (Band)
62728,132,27,879346,Supernatural,Agents of S.H.I.E.L.D. (TV)
62767,328,10801369,32833447,Spider-Man: Homecoming (2017),Spider-Man (Tom Holland Movies)
62810,133,1064196,1064234,Teenage Mutant Ninja Turtles (TV 2003),TMNT (2007)
63110,116,1010042,5060107,Joker - Fandom,Suicide Squad (2016)
63211,103,910661,1343765,The A-Team (TV),The A-Team - All Media Types
63215,139,27816,601802,Doom (2005),Star Trek: Alternate Original Series (Movies)
63370,165,57897,5744877,Spring Awakening - Sheik/Sater,Frühlings Erwachen | Spring Awakening - Frank Wedekind
63400,118,19543,236208,Batman (1966),Batman - All Media Types
64134,169,2692,21830556,Original Work,SKAM (Norway)
64203,143,141656,245368,Thor - Fandom,Thor (Movies)
64253,138,13253,34980,Bandom,Paramore
64258,117,7266,11413120,Marvel,Iron Fist (TV)
64351,114,13154,414093,Glee,Marvel Cinematic Universe
65362,220,839,2019008,X-Men (Movieverse),Wolverine (Movies)
65364,173,250093,2019008,X-Men - All Media Types,Wolverine (Movies)
65641,347,19428,26538,Sports RPF,Baseball RPF
65711,164,6771226,9754024,Ant-Man (Movies),Black Panther (2018)
65793,156,27785,232768,Doctor Who (2005),Merlin (TV)
66454,140,10223,1513318,World Wrestling Entertainment,NXT
66483,157,13253,65737,Bandom,Music RPF
66488,177,65737,262688,Music RPF,Eurovision Song Contest RPF
66526,144,578887,9754024,Captain America - All Media Types,Black Panther (2018)
66712,926,13007,13253,Cobra Starship,Bandom
66713,698,13009,13253,The Academy Is...,Bandom
66743,124,218280,16766604,Video Blogging RPF,Markiplier Egos
66744,123,218280,17995599,Video Blogging RPF,jacksepticeye egos - Fandom
68306,200,132950,418800,Warhammer 40.000,Horus Heresy - Various Authors
68307,128,305222,418800,Warhammer 40k (Novels) - Various Authors,Horus Heresy - Various Authors
69471,161,827052,841917,Warcraft - All Media Types,World of Warcraft - Various Authors
69841,148,27,601802,Supernatural,Star Trek: Alternate Original Series (Movies)
69898,130,257319,289604,Doctor Strange (Comics),Marvel (Comics)
69944,112,379999,665301,Once Upon a Time (TV),ouat
70386,194,207864,5405707,Carmilla - J. Sheridan Le Fanu,Carmilla - All Media Types
70564,142,4039,11007,xxxHoLic,Tsubasa: Reservoir Chronicle
70565,179,11007,516143,Tsubasa: Reservoir Chronicle,CLAMP - Works
70683,191,132950,1361045,Warhammer 40.000,Warhammer - All Media Types
70713,284,29576,29773,Star Wars Original Trilogy,Star Wars Episode V: Empire Strikes Back
70714,326,29773,101375,Star Wars Episode V: Empire Strikes Back,Star Wars - All Media Types
70746,144,390,23966,DCU,Titans (Comics)
70842,312,27,934,Supernatural,Angel: the Series
71083,222,5224,26034884,Football RPF,Men's Football RPF
71154,172,133185,154190,Sherlock (TV),Sherlock (TV) RPF
71202,213,6943,414093,Real Person Fiction,Marvel Cinematic Universe
71427,185,14892620,17879139,Sanders Sides,Sanders Sides (Web Series)
71433,168,7266,7653,Marvel,The Avengers
71453,125,934,5280,Angel: the Series,Leverage
71456,139,5280,3605093,Leverage,The Librarians (TV 2014)
71460,146,217070,484757,Avengers (Comics),Hawkeye (Comics)
71466,193,727114,6771226,The Avengers (Marvel) - All Media Types,Ant-Man (Movies)
71655,143,524391,4076489,Gravity Falls,Star vs. The Forces Of Evil
71901,1335,13253,947018,Bandom,Twenty One Pilots
72852,232,27,245368,Supernatural,Thor (Movies)
72857,109,406,245368,Doctor Who,Thor (Movies)
72861,106,27785,245368,Doctor Who (2005),Thor (Movies)
72866,144,226657,604153,Iron Man (Movies),Black Widow (Comics)
72867,136,226657,722204,Iron Man (Movies),Winter Soldier (Comics)
72877,157,933850,10251346,Final Fantasy XV,Kingsglaive
72895,159,217263,534362,Tron - All Media Types,Tron: Uprising
72927,443,187,390,Smallville,DCU
72929,134,105122,1247584,K-pop,DBSK | Tohoshinki | TVfXQ | TVXQ
73138,470,7266,625992,Marvel,Thor - All Media Types
73146,337,193591,625992,Thor (Comics),Thor - All Media Types
73149,1369,414093,625992,Marvel Cinematic Universe,Thor - All Media Types
73150,204,586437,625992,The Avengers - Ambiguous Fandom,Thor - All Media Types
73151,198,625992,1097848,Thor - All Media Types,Norse Religion & Lore
73239,115,27,428849,Supernatural,Wincest - Fandom
73349,137,18385743,28830068,Being The Elite (Web Series),All Elite Wrestling
73593,1073,414093,739806,Marvel Cinematic Universe,Iron Man - All Media Types
73683,145,309473,1080663,Elder Scrolls V: Skyrim,Dragon Age: Inquisition
74519,170,390,5171863,DCU,DC's Legends of Tomorrow (TV)
74544,104,969647,5171863,DCU (Comics),DC's Legends of Tomorrow (TV)
74904,340,27,5280,Supernatural,Leverage
79613,188,1331,136512,Stargate SG-1,Harry Potter - J. K. Rowling
79941,188,406,232768,Doctor Who,Merlin (TV)
80050,656,8210,14094,Final Fantasy VII,Final Fantasy VII: Advent Children
80109,124,27,299272,Supernatural,Grimm (TV)
80213,103,1118749,19009776,markiplier - Fandom,Who Killed Markiplier
80217,150,879346,2814336,Agents of S.H.I.E.L.D. (TV),Guardians of the Galaxy (Movies)
80338,197,6943,105122,Real Person Fiction,K-pop
80352,163,379999,1116036,Once Upon a Time (TV),Once Upon a Time in Wonderland (TV)
80358,223,226657,3352745,Iron Man (Movies),Daredevil (TV)
80652,107,27,1801,Supernatural,Star Trek
81568,109,406,601802,Doctor Who,Star Trek: Alternate Original Series (Movies)
81718,106,541,11828,Power Rangers,Power Rangers Mystic Force
87605,119,41424,6483395,Degrassi,Degrassi: Next Class
92204,152,133185,873394,Sherlock (TV),The Hobbit (Jackson Movies)
95831,121,258526,879346,Teen Wolf (TV),Agents of S.H.I.E.L.D. (TV)
95854,114,258526,2282814,Teen Wolf (TV),The Flash (TV 2014)
99256,124,587792,879346,Arrow (TV 2012),Agents of S.H.I.E.L.D. (TV)
111130,127,27,242462,Supernatural,Game of Thrones (TV)
111952,145,25509384,26386865,美人为馅 | Memory Lost (TV),御姐归来 | Royal Sister Returns (TV)
111983,226,839,586439,X-Men (Movieverse),Captain America (Movies)
112022,195,217070,226657,Avengers (Comics),Iron Man (Movies)
112866,118,245371,569437,Booster Gold (Comics),Blue Beetle (Comics)
112910,118,849104,849110,The Music Man - All Media Types,The Music Man - Willson
112911,119,849104,849125,The Music Man - All Media Types,The Music Man (1962)
112912,119,849110,849125,The Music Man - Willson,The Music Man (1962)
112956,117,449545,661023,One Direction (Band),Union J (Band)
113003,105,13282672,29102555,Trollhunters (Cartoon),Tales of Arcadia (Cartoons)
113468,104,14551,746923,Aladdin (1992),The Little Mermaid (1989)
113676,119,452874,8292505,Pocket Monsters | Pokemon (Main Video Game Series),Pocket Monsters: FireRed & LeafGreen | Pokemon FireRed & LeafGreen Versions
113717,109,189238,228688,Slender Man Mythos,Marble Hornets
113843,133,449545,1009617,One Direction (Band),Best Song Ever - One Direction (Music Video)
113914,134,35821,69383,Super Junior,Big Bang (Band)
113983,105,27,933501,Supernatural,Welcome to Night Vale
114064,101,7266,245434,Marvel,Thor (2011)
114066,126,245434,414093,Thor (2011),Marvel Cinematic Universe
114096,196,969647,2612958,DCU (Comics),Grayson (Comics)
114123,108,5178,13184,Bleach,InuYasha - A Feudal Fairy Tale
114528,364,207864,3034556,Carmilla - J. Sheridan Le Fanu,Carmilla (Web Series)
114834,139,4877332,8710858,UNIQ (Band),Produce 101 (TV)
114897,104,157745,31961110,Fast and the Furious Series,Hobbs & Shaw (2019)
114902,102,6540290,7497428,Undertale,underswap
114943,121,125641,125642,Evil Dead (Movies),Evil Dead - All Media Types
115162,117,7266,129899,Marvel,Spider-Man - Fandom
115168,196,20027,643028,Avengers,MCU
115490,405,29576,5407051,Star Wars Original Trilogy,Star Wars Episode VII: The Force Awakens (2015)
116823,133,105119,550814,Kpop - Fandom,EXO (Band)
117340,123,5898413,9406996,Hidden Block (Video Blogging RPF),Asagao Academy: Normal Boots Club
117344,101,541,11824,Power Rangers,Power Rangers Wild Force
117745,171,104657,104740,Jrock,Dir en grey
118086,159,9437596,26339525,The Adventure Zone (Podcast),The Adventure Zone: Amnesty (Podcast)
118216,145,13154,1001939,Glee,The Avengers (Marvel Movies)
118320,107,390,1010042,DCU,Joker - Fandom
118322,108,664441,1010042,The Joker - Fandom,Joker - Fandom
118603,1170,96137,245368,Marvel (Movies),Thor (Movies)
118604,2175,96137,586439,Marvel (Movies),Captain America (Movies)
118606,148,15567,44822,British Actor RPF,Doctor Who RPF
118616,134,13160686,21830556,SKAM (TV) RPF,SKAM (Norway)
118913,184,12608,185369,Romeo And Juliet - Shakespeare,Romeo et Juliette - Presgurvic
118915,215,185369,878357,Romeo et Juliette - Presgurvic,Romeo And Juliet - All Media Types
119494,137,735670,735672,The Eagle | The Eagle of the Ninth - All Media Types,The Eagle | The Eagle of the Ninth (2011)
119671,117,45591,4627488,Super Smash Brothers,新・光神話 パルテナの鏡 | Kid Icarus: Uprising (Video Game)
119685,1115,226657,739806,Iron Man (Movies),Iron Man - All Media Types
119686,1364,578887,739806,Captain America - All Media Types,Iron Man - All Media Types
119769,114,189238,725640,Slender Man Mythos,Creepypasta - Fandom
119902,812,218280,3914609,Video Blogging RPF,Thomas Sanders
120027,125,1357661,7952773,Rick and Morty,Pocket Mortys
120086,122,573551,4551485,NU'EST,SEVENTEEN (Band)
120231,437,17851389,29102555,Trollhunters - Daniel Kraus & Guillermo del Toro,Tales of Arcadia (Cartoons)
120704,105,60119,982022,15th Century CE RPF,The White Queen (TV)
120706,126,982022,1123472,The White Queen (TV),The Sunne in Splendour - Sharon Kay Penman
121655,121,9614,217070,Iron Man (Comics),Avengers (Comics)
122076,101,27,117807,Supernatural,Homestuck
122152,110,13999,10729669,Naruto,Sasusaku - Fandom
122388,3181,266936,414093,The Avengers (2012),Marvel Cinematic Universe
122631,102,2692,29586179,Original Work,2770 ab urbe condita - Fandom
122632,479,105122,804163,K-pop,VIXX
122722,119,414093,777705,Marvel Cinematic Universe,Guardians of the Galaxy (Comics)
122802,106,203,1001939,Torchwood,The Avengers (Marvel Movies)
122810,153,22034,103091,Professional Wrestling,Ring of Honor
122868,105,82576,273726,Batman (Comics),Batfamily - Fandom
124648,141,117807,136512,Homestuck,Harry Potter - J. K. Rowling
125075,722,449545,5082541,One Direction (Band),BBC Radio 1 RPF
125083,168,34260715,34719965,Bumilangit Cinematic Universe,Gundala (2019)
125184,117,250,27785,Firefly,Doctor Who (2005)
125558,552,28642,57398,Dragon Age: Origins,Dragon Age
125566,115,1118749,16766604,markiplier - Fandom,Markiplier Egos
126010,115,390,2612958,DCU,Grayson (Comics)
126013,170,525714,2612958,Nightwing (Comics),Grayson (Comics)
126337,124,5148298,12442981,Supergirl (TV 2015),Sanvers - Fandom
126746,460,29767,101375,Star Wars Episode IV: A New Hope,Star Wars - All Media Types
127780,130,586439,1859897,Captain America (Movies),Stucky - Fandom
127818,242,27,250,Supernatural,Firefly
127848,235,250093,586439,X-Men - All Media Types,Captain America (Movies)
128413,143,2031,6943,Supernatural RPF,Real Person Fiction
128475,634,29577,101404,Star Wars Prequel Trilogy,Star Wars Episode III: Revenge of the Sith
128942,107,27,5358,Supernatural,Highlander: The Series
128964,123,203,5358,Torchwood,Highlander: The Series
128973,137,250,934,Firefly,Angel: the Series
129195,111,2638986,12170650,Miss Peregrine's Home for Peculiar Children - Ransom Riggs,Miss Peregrine's Home for Peculiar Children (2016)
129693,138,13253,23066,Bandom,Gym Class Heroes
129700,122,27,146772,Supernatural,Hawaii Five-0 (2010)
129703,148,70,146772,Stargate Atlantis,Hawaii Five-0 (2010)
129768,120,105286,4909327,Thunderbirds,thunderbirds are go
129936,3121,130638,10801369,Spider-Man - All Media Types,Spider-Man: Homecoming (2017)
130050,303,13154,300151,Glee,klaine - Fandom
130457,200,4793,4794,Hercules: The Legendary Journeys,Xena: Warrior Princess
130712,119,586439,5466945,Captain America (Movies),Jessica Jones (TV)
131232,264,218280,4962313,Video Blogging RPF,Septiplier - Fandom
131233,262,602244,4962313,youtube - Fandom,Septiplier - Fandom
131234,566,1118749,4962313,markiplier - Fandom,Septiplier - Fandom
131531,117,136512,613602,Harry Potter - J. K. Rowling,James Bond (Craig movies)
131577,101,414093,513824,Marvel Cinematic Universe,Political Animals
131602,105,406,576450,Doctor Who,Multi-Fandom
131776,118,101375,14073161,Star Wars - All Media Types,The Last Jedi
132124,139,59456,154229,Disney Cartoons (Classic),Disney - All Media Types
132258,142,3544,854998,Death Note,Death Note: Another Note
135692,4451,226657,10801369,Iron Man (Movies),Spider-Man: Homecoming (2017)
135898,325,24641646,34935908,The Guy Who Didn't Like Musicals - Team StarKid,Black Friday - Team StarKid
135913,135,129342,229357,MS Paint Adventures,Problem Sleuth (Webcomic)
136402,152,30349,1001939,X-Men (Comicverse),The Avengers (Marvel Movies)
136567,104,193591,226657,Thor (Comics),Iron Man (Movies)
136574,106,193591,586439,Thor (Comics),Captain America (Movies)
136698,146,586439,1368642,Captain America (Movies),The Amazing Spider-Man (Movies - Webb)
137280,105,2427,2428,The Used,Fall Out Boy
137438,152,406,44822,Doctor Who,Doctor Who RPF
137441,203,27785,44822,Doctor Who (2005),Doctor Who RPF
138404,151,4803007,12307111,Tales from the Shadowhunter Academy - Cassandra Clare,The Shadowhunter Chronicles - All Media Types
138466,202,15567,55309,British Actor RPF,Australian Actor RPF
138467,538,25486,55309,Actor RPF,Australian Actor RPF
138855,183,234146,493339,The Monkees,The Monkees (TV)
138969,247,472009,11902568,Dangan Ronpa,New Dangan Ronpa V3: Everyone's New Semester of Killing
139722,132,4551485,13528631,SEVENTEEN (Band),PRISTIN (Band)
139851,123,865923,2350329,Free!,Free! Eternal Summer - Fandom
139873,186,30815,525613,Batman (Movies - Nolan),Dark Knight (2008)
140156,122,131997,136512,Discworld - Terry Pratchett,Harry Potter - J. K. Rowling
140603,154,82576,2612958,Batman (Comics),Grayson (Comics)
141358,198,1118749,3489473,markiplier - Fandom,Darkiplier - Fandom
141636,132,13253,25481,Bandom,Jonas Brothers
141969,145,29707,251330,A Song of Ice and Fire,game of thrones
142787,109,875471,978202,5 Seconds of Summer,5SOS
143203,102,449545,667560,One Direction (Band),Ed Sheeran (Musician)
144137,178,17856255,37357117,Buzzfeed Unsolved (Web Series),Watcher Entertainment
144349,102,386,5358,The X-Files,Highlander: The Series
144500,122,1631,5358,Highlander: The Raven,Highlander: The Series
144990,119,4182,154229,Kingdom Hearts,Disney - All Media Types
145202,172,947018,4621242,Twenty One Pilots,joshler - Fandom
145377,105,30112,65158,Arashi (Band),Kanjani8 (Band)
145464,103,7266,20157,Marvel,X-Men
145635,101,22869309,23210631,山花 - Fandom,白魏 - Fandom
146779,106,888799,1516873,Mahabharata - Vyasa,महाभारत | Mahabharat (TV 2013)
146835,204,610604,685526,Phandom,dan and phil
146846,214,830169,830170,Phil Lester - Fandom,Dan Howell - Fandom
147029,110,193591,327419,Thor (Comics),Journey into Mystery
147746,186,101375,5052706,Star Wars - All Media Types,Star Wars Episode VII: The Force Awakens
147747,550,101375,20332791,Star Wars - All Media Types,Star Wars Episode VIII: The Last Jedi
147749,214,5052706,6048501,Star Wars Episode VII: The Force Awakens,Star Wars Sequel Trilogy
147750,185,5052706,20332791,Star Wars Episode VII: The Force Awakens,Star Wars Episode VIII: The Last Jedi
147752,609,6048501,20332791,Star Wars Sequel Trilogy,Star Wars Episode VIII: The Last Jedi
149634,101,5358,5558,Highlander: The Series,Highlander (Movies)
150153,101,218280,836577,Video Blogging RPF,Game Grumps
150192,200,130638,26057864,Spider-Man - All Media Types,Spider-Man (Video Game 2018)
151427,106,32663,804163,SHINee,VIXX
157432,122,804163,4997791,VIXX,Monsta X (Band)
157678,1129,449545,6175728,One Direction (Band),Zayn Malik (Musician)
158854,199,10191,352740,Being Human,Being Human (UK)
159380,164,13253,23198,Bandom,The Young Veins
160618,2540,226657,266936,Iron Man (Movies),The Avengers (2012)
160863,1089,739806,1001939,Iron Man - All Media Types,The Avengers (Marvel Movies)
160980,109,499880,5134018,Cut & Run - Madeleine Urban & Abigail Roux,Sidewinder Series - Abigail Roux
161805,136,15567,810797,British Actor RPF,The Hobbit RPF
162089,161,414093,4210142,Marvel Cinematic Universe,DC Cinematic Universe
162491,584,7266,739806,Marvel,Iron Man - All Media Types
162495,275,130638,739806,Spider-Man - All Media Types,Iron Man - All Media Types
162499,1945,727114,739806,The Avengers (Marvel) - All Media Types,Iron Man - All Media Types
162870,153,15766,114804,Captain America,Iron Man - Fandom
163131,136,557993,5060107,Suicide Squad (Comics),Suicide Squad (2016)
163536,574,218280,830505,Video Blogging RPF,Phandom/The Fantastic Foursome (YouTube RPF)
163561,109,602244,830505,youtube - Fandom,Phandom/The Fantastic Foursome (YouTube RPF)
163828,230,610604,610605,Phandom,Phan
163830,140,610605,830170,Phan,Dan Howell - Fandom
163882,123,4503,25486,Canadian Actor RPF,Actor RPF
164030,830,7266,10801369,Marvel,Spider-Man: Homecoming (2017)
164113,123,133185,380372,Sherlock (TV),James Bond - All Media Types
164143,107,263570,522032,Benedict Cumberbatch - Fandom,Tom Hiddleston - Fandom
164660,101,13907,662604,Marvel 616,Deadpool - All Media Types
165588,420,245368,10801369,Thor (Movies),Spider-Man: Homecoming (2017)
168509,136,13999,35505737,Naruto,Naruto (Anime) RPF
169544,138,4724373,9029725,Batman v Superman: Dawn of Justice,Wonder Woman (2017)
169557,156,9029725,10549318,Wonder Woman (2017),Justice League (2017)
170142,592,6637939,7368311,Hamilton - Miranda,Hamilton - Miranda (Broadway Cast) RPF
170202,716,839,253298,X-Men (Movieverse),X-Men: First Class (2011) - Fandom
170203,323,839,945109,X-Men (Movieverse),X-Men: Days of Future Past (2014) - Fandom
170205,945,250093,253298,X-Men - All Media Types,X-Men: First Class (2011) - Fandom
170206,294,250093,945109,X-Men - All Media Types,X-Men: Days of Future Past (2014) - Fandom
170208,1361,253298,945109,X-Men: First Class (2011) - Fandom,X-Men: Days of Future Past (2014) - Fandom
171174,612,839,226658,X-Men (Movieverse),X-Men (Movies)
171175,949,226658,250093,X-Men (Movies),X-Men - All Media Types
171176,1611,226658,253298,X-Men (Movies),X-Men: First Class (2011) - Fandom
173146,109,2280399,3535484,Tales of Series,Tales of Zestiria
173260,119,390,9029725,DCU,Wonder Woman (2017)
173373,175,3400712,8019235,jacksepticeye,Antisepticeye - Fandom
174932,232,587792,1107228,Arrow (TV 2012),olicity - Fandom
175283,108,5805659,8710858,HOTSHOT (Band),Produce 101 (TV)
175284,158,5805659,16652955,HOTSHOT (Band),Wanna One (Band)
175286,211,8710858,17756655,Produce 101 (TV),JBJ (Band)
175287,121,16652955,17756655,Wanna One (Band),JBJ (Band)
178244,131,947018,5965292,Twenty One Pilots,BLURRYFACE - Twenty One Pilots (Album)
178382,156,6608881,21735066,Heneral Luna (2015),Goyo: Ang Batang Heneral (2018)
180405,130,613602,7102556,James Bond (Craig movies),London Spy
180409,323,27,9892,Supernatural,Criminal Minds
180546,102,15567,133185,British Actor RPF,Sherlock (TV)
182487,165,5280,13438,Leverage,White Collar
183965,1327,153784,236208,Under the Red Hood,Batman - All Media Types
185192,113,6943,65173,Real Person Fiction,Olympics RPF
185193,187,19428,65173,Sports RPF,Olympics RPF
185258,720,101375,101404,Star Wars - All Media Types,Star Wars Episode III: Revenge of the Sith
185259,327,101404,747342,Star Wars Episode III: Revenge of the Sith,Star Wars: The Clone Wars (2008) - All Media Types
185268,246,141656,491459,Thor - Fandom,Loki - Fandom
185702,143,244316,840029,Adam Levine (Musician),The Voice (US) RPF
185703,143,244316,1381866,Adam Levine (Musician),Blake Shelton (Musician)
185808,125,15567,887145,British Actor RPF,Tom Hiddleston Fandom
186064,586,1831979,34578557,The True Lives of the Fabulous Killjoys (Comic),Danger Days: The True Lives of the Fabulous Killjoys - My Chemical Romance (Album)
186105,107,238887,431213,World's Finest (Comics),Superman - All Media Types
186106,215,169,1831979,My Chemical Romance,The True Lives of the Fabulous Killjoys (Comic)
186609,175,7892,13438,Chuck (TV),White Collar
187057,153,169,30106,My Chemical Romance,Green Day
187062,104,17431,30106,Panic! at the Disco,Green Day
187156,143,878357,918286,Romeo And Juliet - All Media Types,Rómeó és Júlia (Színház)
188567,107,318395,2348733,Constantine (Comic),Constantine (TV)
188696,111,71059,4154927,Taylor Swift (Musician),Karlie Kloss - Fandom
189884,4314,134900,15270224,IT - Stephen King,IT (2017)
190395,122,44862,305630,Saturday Night Live RPF,Saturday Night Live
190696,399,4182,8210,Kingdom Hearts,Final Fantasy VII
190949,492,104657,105022,Jrock,the GazettE
191601,109,25486,28520324,Actor RPF,Bohemian Rhapsody (Movie 2018) Actor RPF
191614,117,2428,30106,Fall Out Boy,Green Day
191782,362,390,153784,DCU,Under the Red Hood
191783,807,82576,153784,Batman (Comics),Under the Red Hood
191785,465,153784,969647,Under the Red Hood,DCU (Comics)
191786,643,153784,1098294,Under the Red Hood,Red Hood and the Outlaws (Comics)
192758,183,45172,245368,Norse Mythology,Thor (Movies)
192956,111,688406,1118749,Youtubers,markiplier - Fandom
192983,119,836577,1118749,Game Grumps,markiplier - Fandom
193085,103,285572,419390,Resident Evil (Movieverse),Biohazard | Resident Evil (Gameverse)
196395,170,1801,9630,Star Trek,Star Trek (2009)
196624,1131,27810,546017,James Bond (Movies),Skyfall (2012) - Fandom
196625,358,380372,546017,James Bond - All Media Types,Skyfall (2012) - Fandom
196626,2026,546017,613602,Skyfall (2012) - Fandom,James Bond (Craig movies)
197737,4971,96137,414093,Marvel (Movies),Marvel Cinematic Universe
197738,3044,96137,1001939,Marvel (Movies),The Avengers (Marvel Movies)
198030,413,15567,263570,British Actor RPF,Benedict Cumberbatch - Fandom
198069,543,3400712,4962313,jacksepticeye,Septiplier - Fandom
198531,125,12482158,21364713,Trolls (2016),Trolls: The Beat Goes On (Cartoon)
200977,171,25486,2437707,Actor RPF,Captain America (Movies) RPF
200978,219,1967132,2437707,Marvel Cinematic Universe RPF,Captain America (Movies) RPF
201401,132,390,26449,DCU,Young Justice
201538,230,390,969642,DCU,DCU (Animated)
201540,143,158325,969642,Justice League & Justice League Unlimited (Cartoons),DCU (Animated)
202215,289,19427,65173,Figure Skating RPF,Olympics RPF
202240,3569,934,1346,Angel: the Series,Buffy the Vampire Slayer
205322,128,13009,25481,The Academy Is...,Jonas Brothers
205936,224,553203,662604,spideypool - Fandom,Deadpool - All Media Types
206742,223,130638,553203,Spider-Man - All Media Types,spideypool - Fandom
207029,346,791930,1567003,The Yogscast,Hat Films - Fandom
207230,146,951227,1107228,Arrow - Fandom,olicity - Fandom
209139,150,117297,5650746,Johnny's Jr.,SixTONES (Band)
209217,380,153784,525714,Under the Red Hood,Nightwing (Comics)
209366,436,24137399,25606329,镇魂 | Guardian (TV),镇魂 | Guardian - priest
210620,103,390,550,DCU,Teen Titans
212792,143,27,13438,Supernatural,White Collar
213312,184,4182,933850,Kingdom Hearts,Final Fantasy XV
213456,113,12482158,38094475,Trolls (2016),Trolls World Tour (2020)
218588,161,102967,514386,How to Train Your Dragon (2010),Brave (2012)
219530,1686,245434,266936,Thor (2011),The Avengers (2012)
222805,131,134900,23279625,IT - Stephen King,IT (2019)
223149,190,22238,613602,GoldenEye (1995),James Bond (Craig movies)
223366,284,613602,3579608,James Bond (Craig movies),SPECTRE (2015)
224794,208,30109,65158,KAT-TUN (Band),Kanjani8 (Band)
224861,126,78116,661696,Glee RPF,CrissColfer - Fandom
226599,242,15270224,34555820,IT (2017),IT (Movies - Muschietti)
227011,162,37215,774430,BioShock,BioShock Infinite
227468,223,20027,141656,Avengers,Thor - Fandom
227507,115,104798,285572,Resident Evil - All Media Types,Resident Evil (Movieverse)
227995,114,70,203,Stargate Atlantis,Torchwood
228382,121,610202,44703595,Отблески Этерны,Reflections of Eterna - Vera Kamsha
231484,107,141656,1001939,Thor - Fandom,The Avengers (Marvel Movies)
231638,216,5407051,9162187,Star Wars Episode VII: The Force Awakens (2015),Rogue One: A Star Wars Story (2016)
231730,387,4210142,4724373,DC Cinematic Universe,Batman v Superman: Dawn of Justice
232277,1104,133297,230931,TOLKIEN J. R. R. - Works,The Silmarillion and other histories of Middle-Earth - J. R. R. Tolkien
234106,174,423082,610202,Otbleski Eterny | Reflections of Eterna - Vera Kamsha,Отблески Этерны
237187,130,25486,263570,Actor RPF,Benedict Cumberbatch - Fandom
237384,156,38990065,41194441,เพราะเราคู่กัน | 2gether: The Series (TV),เพราะเราคู่กัน | 2gether: The Series (TV) RPF
243853,388,126504,223427,The Losers (2010),The Losers - All Media Types
244188,154,2900481,2925233,frnkiero andthe cellabration,Gerard Way and the Hormones
245775,1466,3914609,14892620,Thomas Sanders,Sanders Sides
247326,172,28345529,28400939,云次方,嘎龙
248609,113,333581,1002903,Block B,방탄소년단 | Bangtan Boys | BTS
249259,290,30815,271772,Batman (Movies - Nolan),Dark Knight Rises (2012)
249345,114,187,30815,Smallville,Batman (Movies - Nolan)
249755,124,865923,1044866,Free!,Free! Iwatobi Swim Club - Fandom
250371,158,13253,74156,Bandom,All Time Low
250427,236,5407051,20332791,Star Wars Episode VII: The Force Awakens (2015),Star Wars Episode VIII: The Last Jedi
